transaction_id,investor_id,amfi_code,fund_name,transaction_type,amount,transaction_date,kyc_status
496,60796,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,65651,2025-06-20,Pending
497,89832,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,72547,2025-01-31,Verified
498,98487,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,25838,2025-10-16,Verified
499,45507,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,57330,2025-08-12,Verified
500,40641,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,90175,2025-04-19,Pending
501,84813,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,5742,2025-01-25,Pending
502,95759,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,83865,2025-09-26,Verified
503,72376,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,24325,2025-07-18,Pending
504,64074,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,59471,2025-08-29,Pending
505,44916,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,90535,2025-10-24,Verified
506,61139,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,98470,2025-03-23,Verified
507,71122,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,38977,2025-11-29,Verified
508,83383,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,40914,2026-03-24,Verified
509,77044,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,97819,2025-08-29,Verified
510,12438,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,714,2025-03-25,Verified
511,35514,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,37220,2025-03-18,Verified
512,94375,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,70021,2025-11-20,Pending
513,29827,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,76813,2025-10-08,Verified
514,64864,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,26646,2025-04-13,Verified
515,77136,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,46636,2025-01-08,Pending
516,60158,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,94773,2025-02-16,Verified
517,57879,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,61848,2025-06-06,Verified
518,82522,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,62753,2025-05-24,Verified
519,56838,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,3593,2025-09-11,Pending
520,43651,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,55878,2026-05-11,Pending
521,73984,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,45907,2025-02-10,Verified
522,10623,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,38594,2025-08-06,Pending
523,81705,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,88293,2025-03-25,Verified
524,89215,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,15697,2026-02-21,Verified
525,63270,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,52956,2025-10-22,Verified
526,20402,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,41542,2025-12-08,Verified
527,69294,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,12868,2025-11-06,Pending
528,76326,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,67667,2026-02-07,Verified
529,55683,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,11594,2025-02-24,Verified
530,11587,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,99497,2026-01-30,Pending
531,37371,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,35850,2025-03-02,Verified
532,90119,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,66630,2025-09-08,Pending
533,34034,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,4922,2026-03-18,Verified
534,19838,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,86280,2025-03-15,Pending
535,39029,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,11577,2025-09-21,Pending
536,86147,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,14838,2026-02-08,Verified
537,72176,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,40320,2025-12-05,Verified
538,45237,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,75688,2026-02-14,Verified
539,38304,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,58020,2025-01-05,Verified
540,57114,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,48668,2025-11-01,Pending
541,72379,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,95768,2026-01-03,Pending
542,63341,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,40718,2026-02-17,Pending
543,43244,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,77175,2026-01-11,Pending
544,13738,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,88844,2025-11-03,Pending
545,75939,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,6923,2025-12-08,Pending
546,19823,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,20284,2025-11-09,Pending
547,29696,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,11627,2025-10-05,Verified
548,33616,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,16977,2025-04-22,Verified
549,72074,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,44302,2025-01-01,Verified
550,75626,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,42709,2025-07-19,Verified
551,83094,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,21131,2025-10-09,Verified
552,45667,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,21083,2025-12-08,Pending
553,13945,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,78332,2025-09-20,Verified
554,61491,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,5324,2026-02-28,Verified
555,94514,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,24617,2025-05-14,Verified
556,83631,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,96054,2026-04-17,Pending
557,24171,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,79174,2025-06-03,Pending
558,70438,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,92983,2025-10-28,Pending
559,17913,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,45494,2025-12-21,Pending
560,51673,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,32697,2026-03-11,Pending
561,52687,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,11126,2026-05-07,Verified
562,49291,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,42521,2025-12-22,Verified
563,45739,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,42467,2026-01-18,Verified
564,85592,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,90067,2025-01-25,Pending
565,64924,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,57182,2025-08-18,Pending
566,33988,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,44310,2025-10-28,Pending
567,46363,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,12359,2026-03-10,Pending
568,12993,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,14471,2025-02-18,Verified
569,89632,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,74238,2025-01-23,Verified
570,97804,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,67867,2025-01-14,Verified
571,86414,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,83992,2025-02-06,Pending
572,96752,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,17050,2026-03-02,Verified
573,34953,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,89278,2025-04-18,Verified
574,47489,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,69513,2025-07-14,Verified
575,57496,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,98309,2025-01-03,Pending
576,39437,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,43566,2026-02-19,Verified
577,19105,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,69538,2025-01-07,Pending
578,54318,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,27089,2026-02-21,Verified
579,89636,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,90731,2025-06-23,Verified
580,11423,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,65441,2025-03-20,Verified
581,50653,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,36390,2025-08-23,Pending
582,95641,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,52650,2025-09-10,Pending
583,67015,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,40514,2026-04-15,Verified
584,12028,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,22216,2025-12-07,Verified
585,15119,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,79412,2025-08-14,Pending
586,38186,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,45463,2025-07-18,Pending
587,37808,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,92618,2026-01-03,Verified
588,70906,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,49858,2025-05-08,Pending
589,74384,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,76261,2026-03-20,Verified
590,84744,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,61629,2025-09-09,Verified
591,46486,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,76545,2025-02-10,Verified
592,69129,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,37873,2025-03-11,Pending
593,87408,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,5122,2026-02-03,Pending
594,79153,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,65622,2025-06-01,Pending
595,32806,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,32750,2025-08-18,Verified
596,87174,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,57929,2025-08-19,Pending
597,64415,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,3327,2026-04-16,Verified
598,62286,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,86684,2025-09-05,Verified
599,35861,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,28819,2025-06-15,Verified
600,44866,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,8406,2025-10-21,Verified
601,93927,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,18814,2025-11-04,Verified
602,33474,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,31223,2025-07-29,Verified
603,64303,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,11877,2025-04-04,Pending
604,43413,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,94646,2025-10-12,Verified
605,12971,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,61067,2026-04-11,Pending
606,25027,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,92887,2026-03-27,Pending
607,65986,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,55559,2025-10-01,Pending
608,96534,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,75297,2025-02-28,Pending
609,62645,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,51856,2025-11-04,Verified
610,60595,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,52305,2025-08-01,Verified
611,92311,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,87549,2025-08-06,Pending
612,24074,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,60882,2025-04-24,Verified
613,44689,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,67747,2025-04-20,Pending
614,59969,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,4782,2025-09-11,Pending
615,44208,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,27168,2025-08-19,Verified
616,77441,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,90226,2025-03-11,Verified
617,24666,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,40736,2025-01-24,Verified
618,41712,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,15548,2025-09-09,Verified
619,97644,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,77266,2025-07-29,Pending
620,57240,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,75726,2025-03-07,Pending
621,84955,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,51265,2025-08-11,Pending
622,95976,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,20792,2025-06-24,Verified
623,63068,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,37741,2026-03-21,Verified
624,84043,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,34971,2025-07-29,Verified
625,93585,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,88083,2026-01-07,Pending
626,88796,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,16327,2025-06-03,Pending
627,61199,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,92941,2025-05-27,Pending
628,65940,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,74284,2025-08-22,Verified
629,40501,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,41053,2025-05-29,Verified
630,50508,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,4426,2026-01-28,Pending
631,78555,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,69750,2025-05-01,Verified
632,99256,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,52634,2025-06-06,Verified
633,53872,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,51725,2025-05-28,Verified
634,94223,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,98288,2025-03-06,Pending
635,15928,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,96358,2025-12-02,Verified
636,73788,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,24139,2025-03-07,Verified
637,71609,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,76725,2026-02-22,Verified
638,32525,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,20924,2025-09-27,Verified
639,86371,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,3871,2025-04-28,Pending
640,43545,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,12210,2025-02-05,Pending
641,14338,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,40167,2026-01-15,Pending
642,91355,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,2630,2025-07-06,Pending
643,97527,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,32889,2025-10-05,Verified
644,43659,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,20243,2025-09-05,Verified
645,96775,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,46980,2025-01-31,Pending
646,85229,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,90139,2025-02-04,Pending
647,60663,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,3893,2025-10-24,Pending
648,36128,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,46802,2025-07-21,Verified
649,65708,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,38622,2026-02-01,Verified
650,82020,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,24456,2025-03-27,Pending
651,37617,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,90818,2026-04-15,Pending
652,89378,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,18179,2026-02-23,Verified
653,37447,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,74341,2026-02-25,Verified
654,80866,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,85322,2025-06-30,Pending
655,30519,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,83682,2025-06-28,Pending
656,12203,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,35421,2025-01-04,Pending
657,96009,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,70704,2025-10-29,Verified
658,10058,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,49777,2025-10-29,Verified
659,99405,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,89993,2025-11-23,Pending
660,66080,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,61623,2025-01-05,Pending
661,55376,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,21072,2026-03-19,Verified
662,66426,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,45279,2025-05-06,Verified
663,72489,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,8337,2025-01-20,Pending
664,45716,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,60449,2025-06-08,Pending
665,95692,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,12091,2026-03-12,Verified
666,81810,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,85744,2025-05-01,Verified
667,99860,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,83288,2026-04-09,Verified
668,82751,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,91001,2025-02-05,Verified
669,67446,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,7705,2025-12-21,Verified
670,87453,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,55910,2026-04-29,Verified
671,98906,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,47934,2025-07-23,Pending
672,93723,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,27736,2025-10-15,Verified
673,43162,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,55816,2025-11-17,Verified
674,72116,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,63747,2025-05-07,Verified
675,48621,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,48012,2025-03-20,Pending
676,44518,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,34178,2026-01-26,Verified
677,94021,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,93690,2025-11-20,Pending
678,41272,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,37219,2025-06-24,Verified
679,63786,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,4505,2025-06-28,Pending
680,34743,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,7900,2025-08-07,Verified
681,41336,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,75968,2025-09-02,Pending
682,86755,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,8870,2025-12-26,Verified
683,81069,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,36029,2026-03-14,Pending
684,20403,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,10134,2025-07-04,Verified
685,19638,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,87254,2025-06-23,Pending
686,29893,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,39215,2025-07-09,Pending
687,48943,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,9977,2025-10-04,Verified
688,81876,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,85477,2026-03-22,Verified
689,59587,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,12027,2026-02-25,Pending
690,29258,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,SIP,94115,2025-09-29,Verified
691,47075,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,78560,2025-11-03,Pending
692,15234,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,58923,2025-12-14,Verified
693,99184,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,72727,2025-10-27,Pending
694,55410,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,7520,2026-04-25,Verified
695,13234,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,85573,2025-07-16,Verified
696,12017,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,38188,2026-03-16,Verified
697,57995,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,60061,2025-11-01,Pending
698,22574,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,84119,2025-09-04,Pending
699,41631,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,13951,2025-05-01,Pending
700,71541,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,45007,2025-07-17,Verified
701,71438,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,60174,2025-07-12,Pending
702,52907,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,78765,2025-02-26,Pending
703,46592,125497,SBI Small Cap Fund - Direct Plan - Growth,Lumpsum,97884,2025-04-03,Pending
704,78001,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,1471,2025-12-24,Pending
705,78449,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,47820,2026-01-26,Pending
706,18695,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,52086,2025-10-02,Verified
707,43266,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,85178,2025-02-16,Pending
708,70859,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,37300,2025-09-29,Verified
709,25873,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,67572,2025-10-24,Verified
710,65273,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,14477,2025-07-19,Verified
711,67852,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,76582,2025-10-18,Pending
712,45888,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,20297,2025-10-07,Pending
713,48671,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,49735,2026-05-08,Pending
714,98904,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,83263,2026-02-19,Pending
715,24492,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,58728,2026-02-07,Pending
716,41517,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,83247,2025-02-28,Pending
717,14654,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Lumpsum,29141,2025-10-13,Verified
718,95950,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,99016,2025-12-06,Pending
719,58350,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,SIP,3307,2026-04-03,Verified
720,17431,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,76280,2025-10-22,Verified
721,12589,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,42614,2026-01-22,Verified
722,12605,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,79309,2025-05-22,Pending
723,40690,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,55437,2025-07-17,Pending
724,17495,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Lumpsum,53126,2026-04-13,Pending
725,33295,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,85031,2025-03-14,Pending
726,60556,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Redemption,81712,2025-05-18,Verified
727,91908,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,26122,2025-03-27,Pending
728,96910,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,54645,2026-03-21,Pending
729,28811,119092,HDFC Money Market Fund - Growth Option - Direct Plan,Redemption,96224,2025-07-26,Verified
730,55009,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,14552,2025-12-31,Pending
731,41659,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Lumpsum,15052,2026-04-15,Verified
732,14160,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Lumpsum,3125,2026-01-06,Verified
733,65187,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,79033,2025-03-19,Pending
734,68901,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,54078,2025-04-16,Pending
735,59022,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Redemption,79634,2025-01-22,Pending
736,88090,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,SIP,44639,2025-01-16,Pending
737,94521,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Redemption,87640,2025-05-09,Pending
738,87164,125497,SBI Small Cap Fund - Direct Plan - Growth,Redemption,4690,2025-07-25,Verified
739,44066,120841,quant Mid Cap Fund - Growth Option - Direct Plan,Redemption,47089,2025-04-12,Verified
740,96740,120841,quant Mid Cap Fund - Growth Option - Direct Plan,SIP,45667,2025-07-01,Verified
741,31999,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Lumpsum,38776,2025-06-20,Pending
742,12617,119092,HDFC Money Market Fund - Growth Option - Direct Plan,SIP,26546,2025-12-21,Pending
743,20927,125497,SBI Small Cap Fund - Direct Plan - Growth,SIP,46928,2026-03-24,Pending
